omega_san,omega_yak,yak_FB,mel_FB,CG,symbol,seqnames,start,end,length,type
1,0.5,FBgn0235608,FBgn0031452,CG2843,Cwc25,2L,2745098,2746944,1847,genome
0.5,0.166666667,FBgn0240500,FBgn0017448,CG2187,CG2187,3R,31755356,31758637,3282,genome
0.5,0.166666667,FBgn0240500,FBgn0039872,CG2196,salt,3R,31751825,31754705,2881,genome
0.2,0.25,FBgn0237320,FBgn0036463,CG5392,Reck,3L,15001238,15014062,12825,genome
NA,NA,FBgn0239601,FBgn0037026,CG3634,CG3634,3L,20806868,20809272,2405,genome
0.5,2,FBgn0231646,FBgn0034770,CG13519,Obp58d,2R,22706934,22707772,839,Obp
0.571428571,0.111111111,FBgn0236668,FBgn0033466,CG12130,Pal1,2R,9959549,9963853,4305,genome
0.612903226,1.03030303,FBgn0240716,FBgn0039257,CG13648,tnc,3R,24984384,25022867,38484,genome
0.166666667,NA,FBgn0243106,FBgn0085396,CG34367,CG34367,2L,10347851,10353905,6055,genome
0,0,FBgn0236325,FBgn0025742,CG9115,mtm,2L,6034731,6037015,2285,genome
0.8,0.235294118,FBgn0229643,FBgn0034748,CG17807,CG17807,2R,22634019,22635942,1924,genome
3,NA,FBgn0236811,FBgn0040056,CG17698,CG17698,3L,23737960,23749058,11099,genome
1,0,FBgn0241665,FBgn0037987,CG14739,CG14739,3R,12048253,12049213,961,genome
0,0,FBgn0242012,FBgn0028913,CG3473,CG3473,2L,14563015,14563726,712,genome
0.444444444,0,FBgn0243234,FBgn0038055,CG5333,trus,3R,12456573,12458444,1872,genome
0.333333333,0.333333333,FBgn0234828,FBgn0031060,CG14231,CG14231,X,19699820,19701755,1936,genome
0.428571429,0.666666667,FBgn0231200,FBgn0011554,CG12386,etaTry,2R,11340513,11341423,911,genome
NA,0.857142857,FBgn0230471,FBgn0032590,CG4631,CG4631,2L,16607370,16610037,2668,genome
NA,2,FBgn0235729,FBgn0085380,CG34351,CG34351,2L,4694721,4722465,27745,genome
0,0,FBgn0233703,FBgn0030485,CG1998,CG1998,X,13409369,13413074,3706,genome
0,0,FBgn0236217,FBgn0026439,CG3747,Eaat1,2L,9333567,9341925,8359,genome
0,0,FBgn0234204,FBgn0026086,CG12598,Adar,X,1773725,1788065,14341,genome
0.166666667,0.125,FBgn0082706,FBgn0002734,CG8328,E(spl)mdelta-HLH,3R,25997621,25998633,1013,genome
0,0.25,FBgn0229419,FBgn0034800,CG3788,CG3788,2R,22932035,22934077,2043,genome
0,0.285714286,FBgn0230127,FBgn0033653,CG13192,CG13192,2R,11825345,11827097,1753,genome
0,0.333333333,FBgn0235855,FBgn0031818,CG9536,CG9536,2L,6474438,6476975,2538,genome
0.5,1,FBgn0228061,FBgn0037406,CG15585,Osi1,3R,6173549,6174971,1423,genome
NA,NA,FBgn0238752,FBgn0040239,CG4867,bc10,3L,5565231,5566765,1535,genome
0.4,3,FBgn0237070,FBgn0004865,CG18023,Eip78C,3L,21226609,21266503,39895,genome
0.090909091,0.047619048,FBgn0241896,FBgn0260935,CG9746,ird1,3R,9240757,9245869,5113,genome
0.222222222,0.076923077,FBgn0232367,FBgn0026394,CG11767,Or24a,2L,4164689,4166134,1446,Or
0.25,0.6,FBgn0242774,FBgn0038868,CG5862,CG5862,3R,21215079,21216226,1148,genome
0,0,FBgn0068351,FBgn0029994,CG2254,CG2254,X,8078350,8081605,3256,genome
0.666666667,0.357142857,FBgn0068139,FBgn0015247,CG8293,Iap2,2R,15932170,15934825,2656,genome
0.75,0.0625,FBgn0238424,FBgn0010786,CG9165,l(3)02640,3L,1334889,1339415,4527,genome
0.5,0.48,FBgn0242410,FBgn0260794,CG42574,ctrip,3R,4786284,4812096,25813,genome
NA,NA,FBgn0235061,FBgn0030326,CG2444,CG2444,X,11704310,11705300,991,genome
1.5,0,FBgn0231423,FBgn0263743,CG43668,CG43668,2R,20791462,20792192,731,genome
3,0.666666667,FBgn0233069,FBgn0030952,CG12609,CG12609,X,18746367,18748306,1940,genome
0,0.090909091,FBgn0242649,FBgn0010768,CG5557,sqz,3R,19164211,19170576,6366,genome
0.25,0.5,FBgn0068243,FBgn0038649,CG7718,CG7718,3R,18744063,18746041,1979,genome
NA,0,FBgn0227950,FBgn0038196,CG9922,CG9922,3R,14035018,14036398,1381,genome
0.75,1.2,FBgn0233450,FBgn0031088,CG15322,CG15322,X,20133579,20138878,5300,genome
0.2,0.5,FBgn0229884,FBgn0043535,CG30141,Obp57a,2R,20505150,20505758,609,Obp
0.2,0.5,FBgn0229884,FBgn0043534,CG30142,Obp57b,2R,20504251,20505136,886,Obp
1,1,FBgn0234446,FBgn0027296,CG3073,temp,X,2260207,2262515,2309,genome
1,0,FBgn0235972,FBgn0010497,CG5304,dmGlut,2L,12027438,12034122,6685,genome
0,0.333333333,FBgn0235193,FBgn0045497,CG31936,Gr22e,2L,1784062,1785286,1225,Gr
0,0.333333333,FBgn0235193,FBgn0045498,CG31930,Gr22d,2L,1789141,1790361,1221,Gr
0,0.5,FBgn0242886,FBgn0004781,CG1327,Ccp84Ac,3R,6695148,6696271,1124,genome
0,0,FBgn0243467,FBgn0038235,CG8461,CG8461,3R,14512639,14513637,999,genome
0.090909091,0,FBgn0233567,FBgn0027093,CG9020,Aats-arg,X,15841769,15844145,2377,genome
2.25,0.2,FBgn0234088,FBgn0025639,CG13363,Hmt4-20,X,648483,656033,7551,genome
0,0.5,FBgn0242154,FBgn0067783,CG4241,att-ORFA,3R,20552385,20557667,5283,genome
0.285714286,0,FBgn0229531,FBgn0034050,CG8297,CG8297,2R,15934825,15935938,1114,genome
0.5,0.333333333,FBgn0242536,FBgn0037326,CG14669,CG14669,3R,5414527,5458394,43868,genome
0.307692308,0,FBgn0240827,FBgn0053970,CG33970,CG33970,3R,26318355,26362588,44234,genome
0,0,FBgn0241064,FBgn0025574,CG5212,Pli,3R,23860162,23890052,29891,genome
2.333333333,1.5,FBgn0230845,FBgn0032624,CG6304,CG6304,2L,17011476,17014700,3225,genome
3,0,FBgn0230717,FBgn0032910,CG9265,CG9265,2L,21057706,21071502,13797,genome
0.333333333,0.4,FBgn0238183,FBgn0035299,CG11815,CG11815,3L,1970191,1971200,1010,genome
2.428571429,0.444444444,FBgn0235333,FBgn0031132,CG15450,CG15450,X,20822146,20825641,3496,genome
0,0.090909091,FBgn0228529,FBgn0039349,CG4685,Ssadh,3R,25624805,25626924,2120,genome
0,0.2,FBgn0229195,FBgn0260407,CG31842,mRpS23,2L,13834250,13835072,823,genome
0.142857143,0.055555556,FBgn0230590,FBgn0261648,CG6464,salm,2L,11434311,11445614,11304,genome
0.5,1,FBgn0234573,FBgn0086674,CG32632,Tango13,X,13563823,13593224,29402,genome
0,NA,FBgn0243352,FBgn0038419,CG14879,CG14879,3R,16345825,16349226,3402,genome
0,0.666666667,FBgn0240943,FBgn0039584,CG14064,beat-VI,3R,28418208,28474814,56607,genome
0,0,FBgn0239482,FBgn0036515,CG12304,CG12304,3L,15583638,15585347,1710,genome
NA,0,FBgn0237581,FBgn0047038,CG6463,CG6463,3L,10693184,10694108,925,genome
0.25,0,FBgn0068031,FBgn0014031,CG3926,Spat,X,6528948,6530726,1779,genome
2,NA,FBgn0239726,FBgn0003089,CG9614,pip,3L,19298623,19337609,38987,genome
0.5,4,FBgn0237198,FBgn0036654,CG9692,CG9692,3L,16704973,16706428,1456,genome
0,0,FBgn0229312,FBgn0034935,CG13565,CG13565,2R,23946959,23949076,2118,genome
0,0.5,FBgn0234703,FBgn0030694,CG15602,CG15602,X,15799426,15800961,1536,genome
0.357142857,0,FBgn0242284,FBgn0038613,CG7678,Vha100-4,3R,18386841,18389805,2965,genome
5,0,FBgn0230961,FBgn0027949,CG10364,msb1l,2L,19577701,19579131,1431,genome
0,0.125,FBgn0231083,FBgn0265185,CG44250,CG44250,2R,12950404,12952293,1890,genome
7,3,FBgn0232747,FBgn0042186,CG17239,CG17239,2L,2251510,2252341,832,genome
7,3,FBgn0232747,FBgn0011832,CG17240,Ser12,2L,2250431,2251275,845,genome
NA,NA,FBgn0236556,FBgn0002534,CG2043,Lcp3,2R,8435310,8436095,786,genome
NA,NA,FBgn0236556,FBgn0002535,CG2044,Lcp4,2R,8437647,8438495,849,genome
2,0.5,FBgn0241541,FBgn0038166,CG9588,CG9588,3R,13675092,13676681,1590,genome
0.818181818,0.166666667,FBgn0233215,FBgn0001250,CG9623,if,X,16752189,16783434,31246,genome
0.333333333,0.5,FBgn0241419,FBgn0000533,CG4920,ea,3R,15328729,15330408,1680,genome
1,0,FBgn0239123,FBgn0036248,CG17153,ssp,3L,12118257,12119789,1533,genome
0.526315789,0.476190476,FBgn0229420,FBgn0010660,CG3820,Nup214,2R,22918937,22924742,5806,genome
0,0,FBgn0240605,FBgn0003479,CG7948,spn-A,3R,30054696,30056037,1342,genome
0,1,FBgn0230354,FBgn0004811,CG10528,fs(2)ltoPP43,2L,19792773,19795851,3079,genome
0.375,0.068965517,FBgn0238878,FBgn0035793,CG7546,CG7546,3L,7510986,7517316,6331,genome
0,0,FBgn0228416,FBgn0039522,CG13972,CG13972,3R,27515911,27517257,1347,genome
2,1,FBgn0236443,FBgn0033115,CG9460,Spn42De,2R,6885552,6888262,2711,genome
0.5,0,FBgn0234937,FBgn0030016,CG10759,Or7a,X,8164266,8165708,1443,Or
0.137931034,0.035714286,FBgn0230015,FBgn0033998,CG8092,row,2R,15206527,15213634,7108,genome
0,0.166666667,FBgn0238053,FBgn0260442,CG6831,rhea,3L,8545001,8574409,29409,genome
NA,1,FBgn0233704,FBgn0026749,CG1989,Yippee,X,13385914,13387417,1504,genome
0.5,0.25,FBgn0241305,FBgn0038494,CG4135,beat-IIb,3R,17232253,17265049,32797,genome
1,2,FBgn0228177,FBgn0038979,CG7046,CG7046,3R,22492953,22493746,794,genome
2,2,FBgn0238638,FBgn0028515,CG4930,EndoGI,2L,16257688,16259511,1824,genome
0,1,FBgn0237821,FBgn0052405,CG32405,Cpr65Av,3L,6139223,6139974,752,genome
0.071428571,0.5,FBgn0241181,FBgn0038961,CG13850,CG13850,3R,22408566,22410915,2350,genome
1.875,0.9,FBgn0236101,FBgn0016075,CG16858,vkg,2L,5012144,5028191,16048,genome
1,NA,FBgn0239603,FBgn0037023,CG3698,CG3698,3L,20797241,20798375,1135,genome
NA,NA,FBgn0242995,FBgn0260237,CG42511,CG42511,3R,9404385,9407857,3473,genome
1,0,FBgn0233964,FBgn0051976,CG31976,CG31976,2L,138384,140992,2609,genome
1,0.416666667,FBgn0237943,FBgn0035508,CG15005,CG15005,3L,4200825,4204339,3515,genome
0.666666667,1,FBgn0231201,FBgn0011556,CG12387,zetaTry,2R,11339186,11340132,947,genome
2,1,FBgn0239001,FBgn0036094,CG14153,CG14153,3L,10643528,10644615,1088,genome
0,0,FBgn0238532,FBgn0000116,CG32031,Argk,3L,9048781,9066027,17247,genome
0.666666667,1.5,FBgn0241897,FBgn0000412,CG9745,D1,3R,9238083,9240654,2572,genome
0.333333333,0,FBgn0235856,FBgn0259749,CG9535,mmy,2L,6468538,6473904,5367,genome
0.166666667,0,FBgn0235609,FBgn0031456,CG2848,Trn-SR,2L,2759924,2763889,3966,genome
NA,1,FBgn0230128,FBgn0259832,CG34229,CG34229,2R,11841608,11842164,557,genome
0,0,FBgn0067924,FBgn0003514,CG3595,sqh,X,6223061,6225140,2080,genome
0,0,FBgn0234326,FBgn0025679,CG2932,Bteb2,X,4770557,4771588,1032,genome
0.285714286,0.166666667,FBgn0241666,FBgn0033096,CG9428,Zip42C.1,2R,6716342,6717707,1366,genome
1.5,2.5,FBgn0239243,FBgn0036417,CG7906,CG7906,3L,14236635,14238272,1638,genome
1.166666667,0,FBgn0230231,FBgn0033767,CG13148,CG13148,2R,12686249,12688786,2538,genome
0.142857143,0,FBgn0237695,FBgn0035831,CG8038,CG8038,3L,7977805,7978650,846,genome
0.636363636,0.358974359,FBgn0238753,FBgn0035617,CG5146,l(3)psg2,3L,5583669,5590390,6722,genome
0.333333333,0.285714286,FBgn0232947,FBgn0051933,CG31933,CG31933,2L,1821256,1823331,2076,genome
0.24,0.210526316,FBgn0231996,FBgn0266083,CG3363,ocm,2R,24186703,24195290,8588,genome
0,0.142857143,FBgn0229644,FBgn0034745,CG4329,CG4329,2R,22609334,22613376,4043,genome
1.4,0.666666667,FBgn0231647,FBgn0050275,CG30275,CG30275,2R,22707794,22712724,4931,genome
0.133333333,0.142857143,FBgn0237442,FBgn0036287,CG10663,CG10663,3L,12474418,12485035,10618,genome
0,0.1,FBgn0241781,FBgn0037826,CG14689,CG14689,3R,10709588,10711248,1661,genome
0,NA,FBgn0234829,FBgn0031059,CG14229,CG14229,X,19693977,19695250,1274,genome
0.25,0.166666667,FBgn0243235,FBgn0038057,CG12267,CG12267,3R,12460414,12462418,2005,genome
0.2,0.142857143,FBgn0240501,FBgn0261479,CG2245,nero,3R,31746445,31747558,1114,genome
0,0.133333333,FBgn0229759,FBgn0085419,CG34390,Rgk2,2R,18539585,18548969,9385,genome
0.75,0.6,FBgn0240718,FBgn0026393,CG17853,Or43b,2R,7920835,7922604,1770,Or
0.75,0.230769231,FBgn0231764,FBgn0034035,CG8207,CG8207,2R,15677218,15678956,1739,genome
0.571428571,0.3125,FBgn0242775,FBgn0038870,CG5871,Oga,3R,21219077,21222843,3767,genome
0.333333333,1.75,FBgn0236326,FBgn0031765,CG9109,CG9109,2L,6025870,6034423,8554,genome
0.777777778,1.571428571,FBgn0236941,FBgn0023395,CG9594,Chd3,3L,19447173,19450238,3066,genome
2.5,1.2,FBgn0236218,FBgn0032110,CG3748,CG3748,2L,9342832,9344777,1946,genome
0.2,0.066666667,FBgn0229313,FBgn0034933,CG3735,CG3735,2R,23937077,23939754,2678,genome
NA,NA,FBgn0236669,FBgn0033469,CG12133,CG12133,2R,9967231,9968388,1158,genome
0.4,0.25,FBgn0228650,FBgn0039182,CG5728,CG5728,3R,24328455,24333316,4862,genome
0,0.142857143,FBgn0239363,FBgn0036740,CG6259,CG6259,3L,17620123,17621625,1503,genome
NA,NA,FBgn0068459,FBgn0046294,CG12699,CG12699,2R,17246530,17247383,854,genome
NA,0.666666667,FBgn0229196,FBgn0262566,CG43106,CG43106,2R,25138627,25139627,1001,genome
0,0,FBgn0238307,FBgn0265574,CG6905,Cdc5,3L,357851,361383,3533,genome
0.045454545,0,FBgn0232368,FBgn0051774,CG31774,fred,2L,3902928,3991713,88786,genome
1,0,FBgn0231424,FBgn0263741,CG43666,CG43666,2R,20788195,20789217,1023,genome
1,0,FBgn0231424,FBgn0263742,CG43667,CG43667,2R,20789295,20790201,907,genome
0,0,FBgn0243468,FBgn0038233,CG8464,HtrA2,3R,14509049,14511712,2664,genome
4,0.25,FBgn0237321,FBgn0036462,CG17166,mRpL39,3L,14997981,14999666,1686,genome
NA,0.5,FBgn0233070,FBgn0030951,CG6873,CG6873,X,18739216,18739895,680,genome
0.5,0,FBgn0235062,FBgn0030323,CG2371,CG2371,X,11677344,11678589,1246,genome
0,0,FBgn0240828,FBgn0039425,CG5432,CG5432,3R,26414088,26416192,2105,genome
0,0.058823529,FBgn0231306,FBgn0243516,CG13503,Vrp1,2R,22106107,22122562,16456,genome
0,0,FBgn0233451,FBgn0031089,CG9572,CG9572,X,20148124,20155514,7391,genome
0.333333333,0.277777778,FBgn0230472,FBgn0259735,CG42389,CG42389,2L,16545016,16663218,118203,genome
0.222222222,0.111111111,FBgn0231534,FBgn0034381,CG15088,List,2R,18727817,18730281,2465,genome
0.785714286,0.555555556,FBgn0235335,FBgn0261675,CG12092,Npc1b,X,20934869,20939503,4635,genome
0.071428571,0.235294118,FBgn0237071,FBgn0259785,CG7752,pzg,3L,21286099,21290310,4212,genome
0,0,FBgn0228293,FBgn0027518,CG7609,CG7609,3R,29741972,29745092,3121,genome
1,0,FBgn0233828,FBgn0029648,CG3603,CG3603,X,2948034,2949120,1087,genome
3,0.454545455,FBgn0068244,FBgn0038640,CG7706,CG7706,3R,18677818,18680321,2504,genome
0.555555556,0.375,FBgn0234447,FBgn0023524,CG3078,CG3078,X,2254403,2259863,5461,genome
6,1,FBgn0231877,FBgn0045482,CG30191,Gr59b,2R,23082203,23083366,1164,Gr
0,0,FBgn0233568,FBgn0000319,CG9012,Chc,X,15827986,15835490,7505,genome
0,0.5,FBgn0230846,FBgn0026150,CG6291,ApepP,2L,16908229,16910418,2190,genome
NA,0.25,FBgn0229532,FBgn0050093,CG30093,CG30093,2R,15944028,15944567,540,genome
NA,0,FBgn0235730,FBgn0260428,CG42523,CG42523,2L,4762895,4763951,1057,genome
0,0.25,FBgn0082707,FBgn0002733,CG14548,E(spl)mbeta-HLH,3R,26005046,26006023,978,genome
0.75,0.625,FBgn0228761,FBgn0039839,CG15555,ppk24,3R,31265730,31268511,2782,genome
0,0.142857143,FBgn0238425,FBgn0029514,CG9166,312,3L,1351116,1352853,1738,genome
1.333333333,2,FBgn0233331,FBgn0031305,CG4715,Iris,2L,1132332,1134098,1767,genome
0.666666667,0,FBgn0229885,FBgn0043535,CG30141,Obp57a,2R,20505150,20505758,609,Obp
0.666666667,0,FBgn0229885,FBgn0043534,CG30142,Obp57b,2R,20504251,20505136,886,Obp
0.166666667,0.333333333,FBgn0239124,FBgn0036249,CG11560,CG11560,3L,12120019,12121185,1167,genome
0,0,FBgn0242887,FBgn0004779,CG1330,Ccp84Ae,3R,6690887,6691758,872,genome
0,0,FBgn0231997,FBgn0034988,CG3362,cN-IIIB,2R,24195498,24197027,1530,genome
NA,NA,FBgn0234205,FBgn0052806,CG32806,CG32806,X,1789566,1790418,853,genome
0,0.25,FBgn0230591,FBgn0033608,CG13220,CG13220,2R,11284283,11285098,816,genome
0,1,FBgn0028749,FBgn0004034,CG3757,y,X,356509,361245,4737,genome
NA,0,FBgn0068032,FBgn0010213,CG8905,Sod2,2R,16772785,16773915,1131,genome
0.25,0.333333333,FBgn0230355,FBgn0032821,CG10538,CdGAPr,2L,19774874,19791882,17009,genome
0,0.2,FBgn0230718,FBgn0032343,CG6201,CG6201,2L,11110557,11113061,2505,genome
0.5,0.5,FBgn0235973,FBgn0042126,CG18788,CG18788,2L,12034190,12036131,1942,genome
0.1,0.111111111,FBgn0235194,FBgn0030961,CG7058,CG7058,X,18806694,18812002,5309,genome
NA,0.2,FBgn0242650,FBgn0038685,CG14282,CG14282,3R,19177000,19177986,987,genome
NA,0.5,FBgn0239483,FBgn0053757,CG33757,CG33757,2R,9454297,9454948,652,genome
NA,0.5,FBgn0239483,FBgn0053758,CG33758,CG33758,2R,9453409,9454055,647,genome
0,0,FBgn0068352,FBgn0040773,CG2249,CoVIIc,2R,10048353,10050066,1714,genome
0,0,FBgn0235610,FBgn0031458,CG2855,aph-1,2L,2766233,2767281,1049,genome
0,0,FBgn0233705,FBgn0030479,CG1987,Rbp1-like,X,13380166,13384877,4712,genome
0,0,FBgn0243353,FBgn0040284,CG6987,SF2,3R,16338943,16341988,3046,genome
NA,0,FBgn0240606,FBgn0039742,CG15528,CG15528,3R,30048635,30052112,3478,genome
0,0,FBgn0234704,FBgn0030696,CG8509,CG8509,X,15809555,15810947,1393,genome
0,0.333333333,FBgn0228530,FBgn0039348,CG4673,Npl4,3R,25611013,25624662,13650,genome
NA,0,FBgn0067925,FBgn0004867,CG5920,RpS2,2L,9896265,9897552,1288,genome
0.153846154,0.142857143,FBgn0232375,FBgn0051773,CG31773,CG31773,2L,3911796,3914288,2493,genome
0.2,0.333333333,FBgn0228062,FBgn0037408,CG1147,NPFR,3R,6187315,6195403,8089,genome
0,0,FBgn0231084,FBgn0032292,CG6750,CG6750,2L,10731400,10732423,1024,genome
0.5,0.5,FBgn0242013,FBgn0028400,CG10047,Syt4,3R,7266065,7270809,4745,genome
0.6,0.333333333,FBgn0242411,FBgn0037276,CG17387,CG17387,3R,4781120,4784722,3603,genome
0.181818182,0,FBgn0237199,FBgn0000414,CG9695,Dab,3L,16712126,16724575,12450,genome
0.2,0.222222222,FBgn0234574,FBgn0030499,CG11178,CG11178,X,13605681,13609529,3849,genome
0,0.142857143,FBgn0239847,FBgn0033368,CG13743,CG13743,2R,9044850,9060608,15759,genome
1.4,0.6,FBgn0231427,FBgn0041240,CG13441,Gr57a,2R,20685605,20686910,1306,Gr
0.380952381,0.416666667,FBgn0241067,FBgn0260634,CG10192,eIF4G2,3R,23808285,23819237,10953,genome
NA,NA,FBgn0232751,FBgn0031406,CG17012,Send1,2L,2254176,2255050,875,genome
NA,NA,FBgn0232751,FBgn0264253,CG18125,Send2,2L,14345915,14346688,774,genome
NA,NA,FBgn0232751,FBgn0042187,CG17234,CG17234,2L,2253045,2253852,808,genome
NA,NA,FBgn0228417,FBgn0039521,CG5402,CG5402,3R,27502090,27502956,867,genome
6,0.666666667,FBgn0234939,FBgn0030015,CG10761,CG10761,X,8161540,8162792,1253,genome
0,0.222222222,FBgn0233216,FBgn0027528,CG9634,CG9634,X,16727304,16751910,24607,genome
NA,0,FBgn0233966,FBgn0029911,CG14435,CG14435,X,6838174,6843921,5748,genome
NA,1,FBgn0230232,FBgn0033770,CG12442,wuc,2R,12700081,12700851,771,genome
0.8,0.75,FBgn0237822,FBgn0027507,CG1344,CG1344,2R,5653676,5656778,3103,genome
1,0,FBgn0238184,FBgn0027547,CG1927,CG1927,3L,1966725,1970079,3355,genome
0.5,NA,FBgn0234327,FBgn0029724,CG15472,CG15472,X,4768727,4770137,1411,genome
0.166666667,0.1875,FBgn0242776,FBgn0038872,CG5874,Nelf-A,3R,21223704,21229512,5809,genome
0.125,0.227272727,FBgn0238055,FBgn0262508,CG43078,CG43078,3L,8576808,8599617,22810,genome
0,0,FBgn0236445,FBgn0050158,CG30158,CG30158,2R,6891760,6922613,30854,genome
0,0,FBgn0237582,FBgn0053493,CG33493,CG33493,3L,10692530,10693167,638,genome
0.375,0.6,FBgn0243471,FBgn0265002,CG44153,CG44153,2L,10064121,10180256,116136,genome
0,1,FBgn0229421,FBgn0032519,CG16957,CG16957,2L,13395360,13396184,825,genome
1.333333333,2,FBgn0240944,FBgn0039585,CG1894,CG1894,3R,28484557,28486062,1506,genome
2,0.333333333,FBgn0230962,FBgn0032814,CG10366,CG10366,2L,19584235,19586440,2206,genome
1.5,1,FBgn0238754,FBgn0033524,CG18377,Cyp49a1,2R,10449350,10458892,9543,genome
0,0,FBgn0068140,FBgn0001229,CG4190,Hsp67Bc,3L,9371511,9372497,987,genome
0.142857143,0.058823529,FBgn0231765,FBgn0023441,CG8205,fus,2R,15657318,15676669,19352,genome
0.8,0.192307692,FBgn0231648,FBgn0050268,CG30268,CG30268,2R,22712701,22717247,4547,genome
0,0.1875,FBgn0241182,FBgn0038958,CG13857,CG13857,3R,22392189,22394104,1916,genome
0.333333333,0.333333333,FBgn0238533,FBgn0035956,CG5187,Doc2,3L,9012686,9019246,6561,genome
0,0,FBgn0237444,FBgn0000625,CG10488,eyg,3L,12462537,12468021,5485,genome
1.333333333,1,FBgn0241667,FBgn0037986,CG14736,CG14736,3R,12040528,12043453,2926,genome
1.333333333,1,FBgn0241667,FBgn0051358,CG31358,CG31358,3R,12027736,12031757,4022,genome
0.25,1,FBgn0242537,FBgn0037329,CG12162,CG12162,3R,5467778,5469566,1789,genome
0,0,FBgn0230016,FBgn0033995,CG8090,GPHR,2R,15199065,15201200,2136,genome
0,0.25,FBgn0241782,FBgn0026761,CG3152,Trap1,2R,6633647,6636262,2616,genome
0.25,0,FBgn0240719,FBgn0015240,CG11783,Hr96,3R,25025235,25029351,4117,genome
2,0,FBgn0242155,FBgn0016917,CG4257,Stat92E,3R,20535323,20552311,16989,genome
0.8,1.272727273,FBgn0242285,FBgn0038611,CG14309,CG14309,3R,18381580,18385072,3493,genome
0,0.25,FBgn0239244,FBgn0001085,CG17697,fz,3L,14274343,14368639,94297,genome
0.388888889,0.8125,FBgn0229645,FBgn0034742,CG4294,CG4294,2R,22600405,22605667,5263,genome
0,0,FBgn0241420,FBgn0038319,CG31478,mRpL9,3R,15330738,15331588,851,genome
0,NA,FBgn0237944,FBgn0028664,CG11589,VhaM9.7-c,3L,4186018,4186865,848,genome
0,0.142857143,FBgn0235857,FBgn0031817,CG9531,CG9531,2L,6466217,6467698,1482,genome
2,NA,FBgn0231879,FBgn0034820,CG13538,CG13538,2R,23087177,23088165,989,genome
0.222222222,0.25,FBgn0238308,FBgn0035131,CG17084,mthl9,3L,329822,332309,2488,genome
0.25,0.055555556,FBgn0229760,FBgn0034360,CG10927,CG10927,2R,18613090,18614255,1166,genome
0,0,FBgn0234830,FBgn0086384,CG14228,Mer,X,19689697,19693500,3804,genome
0,0.666666667,FBgn0237696,FBgn0035829,CG8044,HP4,3L,7975438,7976154,717,genome
0,0,FBgn0229314,FBgn0263006,CG3725,Ca-P60A,2R,23925077,23935884,10808,genome
0,0,FBgn0237322,FBgn0040487,CG12487,BobA,3L,14945499,14946125,627,genome
0,0,FBgn0237322,FBgn0040809,CG13465,CG13465,3L,14943730,14944331,602,genome
0,0.25,FBgn0242888,FBgn0004778,CG1331,Ccp84Af,3R,6689602,6690239,638,genome
7,0.25,FBgn0230847,FBgn0032620,CG12288,CG12288,2L,16900535,16902218,1684,genome
NA,0,FBgn0236219,FBgn0032111,CG13110,CG13110,2L,9350470,9350996,527,genome
0.466666667,0.24,FBgn0236557,FBgn0015034,CG2062,Cyp4e1,2R,8447451,8449745,2295,genome
0.466666667,0.24,FBgn0236557,FBgn0014469,CG2060,Cyp4e2,2R,8444560,8447164,2605,genome
0.466666667,0.24,FBgn0236557,FBgn0015035,CG4105,Cyp4e3,2L,9747839,9750071,2233,genome
0,0,FBgn0068460,FBgn0040942,CG12643,CG12643,X,10264233,10265263,1031,genome
1,0,FBgn0236670,FBgn0027619,CG12131,Adam,2R,9968929,9970897,1969,genome
0.285714286,0,FBgn0232948,FBgn0003321,CG1664,sbr,X,10832752,10847092,14341,genome
NA,1,FBgn0230129,FBgn0262819,CG43190,CG43190,2R,11844378,11845099,722,genome
0.538461538,0.238095238,FBgn0083321,FBgn0034253,CG10936,CG10936,2R,17604951,17639138,34188,genome
1,0,FBgn0239125,FBgn0250825,CG34241,CG34241,3L,12127979,12128461,483,genome
0,NA,FBgn0228178,FBgn0038980,CG6919,Octbeta1R,3R,22497215,22520078,22864,genome
0.5,2.5,FBgn0239364,FBgn0000567,CG32180,Eip74EF,3L,17558672,17619325,60654,genome
0.6,0,FBgn0240830,FBgn0263118,CG5441,tx,3R,26440778,26448991,8214,genome
NA,0,FBgn0241542,FBgn0038165,CG9637,Task6,3R,13667046,13674542,7497,genome
0.714285714,0.444444444,FBgn0231307,FBgn0034693,CG11073,CG11073,2R,22091489,22099534,8046,genome
0,0,FBgn0236327,FBgn0031764,CG9107,CG9107,2L,6022951,6024539,1589,genome
0.153846154,0.214285714,FBgn0233829,FBgn0028369,CG3653,kirre,X,2740384,3134532,394149,genome
NA,0,FBgn0227952,FBgn0264493,CG12537,rdx,3R,13967061,14032057,64997,genome
3.5,0.555555556,FBgn0241306,FBgn0051262,CG31262,CG31262,3R,17217116,17223074,5959,genome
0,0.4,FBgn0238426,FBgn0003295,CG1214,ru,3L,1370628,1387437,16810,genome
0,0,FBgn0235063,FBgn0266421,CG15220,RPA3,X,11615097,11615840,744,genome
0.5,0.1,FBgn0229533,FBgn0034053,CG8302,Cyp4aa1,2R,15942864,15947266,4403,genome
0.666666667,1.166666667,FBgn0229197,FBgn0266129,CG16778,lov,2R,25085780,25139627,53848,genome
0,0.090909091,FBgn0240502,FBgn0039867,CG2261,CstF-50,3R,31735503,31736963,1461,genome
0,0,FBgn0235611,FBgn0028398,CG2859,Taf10,2L,2767890,2768612,723,genome
0.666666667,0,FBgn0231428,FBgn0000615,CG8994,exu,2R,20667427,20671083,3657,genome
