seqnames,start,end,length,yak_FB,mel_FB,CG,symbol,DA_yak,DA_san,DS_yak,DS_san,PA_yak,PS_yak,PA_san,PS_san,type
3R,14104488,14108321,3834,FBgn0227945,FBgn0038202,CG12402,CG12402,0,0,1,1,19,100,5,30,genome
2L,7377702,7384344,6643,FBgn0232095,FBgn0002938,CG5125,ninaC,0,0,0,0,39,284,12,117,genome
3R,29799658,29801584,1927,FBgn0241035,FBgn0019972,CG7788,Ice,0,0,3,1,14,57,2,29,genome
3R,8712933,8715263,2331,FBgn0242945,FBgn0037612,CG8112,CG8112,2,2,6,1,10,37,6,10,genome
2L,825969,833241,7273,FBgn0234613,FBgn0010583,CG3727,dock,0,0,0,1,0,4,0,1,genome
3L,11954083,11956780,2698,FBgn0239110,FBgn0036229,CG7248,CG7248,2,2,0,4,170,86,64,76,genome
3L,15498959,15500561,1603,FBgn0239466,FBgn0036500,CG7275,CG7275,0,0,0,3,12,70,3,24,genome
2L,6957008,6959104,2097,FBgn0231851,FBgn0031875,CG3430,CG3430,1,1,0,0,65,107,29,39,genome
3R,13279721,13284527,4807,FBgn0243288,FBgn0038130,CG8630,CG8630,0,1,0,0,3,45,0,6,genome
2R,15223560,15241589,18030,FBgn0230013,FBgn0259878,CG33466,Fs,0,1,0,1,82,63,21,11,genome
2L,16607370,16610037,2668,FBgn0230471,FBgn0032590,CG4631,CG4631,7,3,1,1,44,23,70,38,genome
X,19273349,19276539,3191,FBgn0234868,FBgn0052537,CG32537,CG32537,3,1,1,0,33,32,10,14,genome
3L,434083,540614,106532,FBgn0238300,FBgn0001316,CG17046,klar,0,0,0,0,51,120,14,41,genome
3L,22686360,22687087,728,FBgn0236841,FBgn0037175,CG14455,CG14455,0,5,4,1,3,11,3,3,genome
4,1029711,1031757,2047,FBgn0232096,FBgn0039929,CG11076,CG11076,4,4,5,0,5,0,3,0,genome
2L,8491868,8506845,14978,FBgn0228768,FBgn0032048,CG13094,Dh31,0,0,0,0,5,10,2,2,genome
3R,19044882,19094270,49389,FBgn0242240,FBgn0004876,CG6027,cdi,6,2,15,3,12,9,14,29,genome
X,16889810,16890637,828,FBgn0235087,FBgn0030804,CG13002,CG13002,1,1,1,0,16,30,11,7,genome
3R,16325492,16327331,1840,FBgn0241509,FBgn0038415,CG17929,CG17929,1,3,1,3,62,44,8,10,genome
3R,22742954,22745581,2628,FBgn0241150,FBgn0263143,CG4771,vret,1,0,0,1,104,113,30,55,genome
3R,4416438,4417665,1228,FBgn0242488,FBgn0051528,CG31528,CG31528,3,4,3,3,3,2,1,0,genome
3L,10634575,10638130,3556,FBgn0237584,FBgn0000629,CG6502,E(z),0,0,0,1,27,158,4,72,genome
3R,5465630,5467101,1472,FBgn0068355,FBgn0037328,CG2099,RpL35A,2,1,3,0,3,2,0,0,genome
4,1028675,1029361,687,FBgn0232097,FBgn0039930,CG11077,CG11077,0,1,2,1,1,0,6,0,genome
X,14757531,14765787,8257,FBgn0233652,FBgn0030576,CG15890,CG15890,1,0,0,0,10,75,6,25,genome
X,1708806,1710182,1377,FBgn0234032,FBgn0025378,CG3795,CG3795,10,6,3,0,6,5,13,5,genome
2R,18625249,18627718,2470,FBgn0229764,FBgn0266671,CG5341,Sec6,0,0,0,0,9,159,1,62,genome
2R,10139264,10142074,2811,FBgn0236689,FBgn0026388,CG33478,Or46a,3,3,2,2,12,14,5,8,Or
2L,4903865,4906762,2898,FBgn0236116,FBgn0031646,CG2837,CG2837,0,0,0,0,28,25,12,14,genome
2R,21063178,21064986,1809,FBgn0231402,FBgn0050293,CG30293,Cht12,0,0,0,0,89,70,31,26,genome
X,16381954,16384908,2955,FBgn0233529,FBgn0030744,CG9992,CG9992,0,3,1,1,5,5,1,4,genome
2R,9089774,9092893,3120,FBgn0239815,FBgn0033373,CG8080,CG8080,1,1,3,1,7,16,3,9,genome
3L,14945499,14946125,627,FBgn0068461,FBgn0040487,CG12487,BobA,0,0,0,0,26,21,11,8,genome
3L,14943730,14944331,602,FBgn0068461,FBgn0040809,CG13465,CG13465,0,0,0,0,26,21,11,8,genome
X,16323286,16325768,2483,FBgn0234739,FBgn0052579,CG32579,CG32579,0,0,2,2,17,25,2,15,genome
2R,22881322,22882690,1369,FBgn0229425,FBgn0034791,CG3501,CG3501,0,0,0,0,8,29,0,9,genome
2R,22483303,22492033,8731,FBgn0231625,FBgn0034734,CG4554,CG4554,1,1,0,3,269,556,88,238,genome
3R,10062624,10063327,704,FBgn0243051,FBgn0053630,CG33630,CG33630,1,3,2,1,12,17,2,1,genome
3R,10064007,10064645,639,FBgn0243051,FBgn0053631,CG33631,CG33631,1,3,2,1,12,17,2,1,genome
2L,1359837,1361821,1985,FBgn0233182,FBgn0053126,CG33126,NLaz,0,0,0,0,31,33,9,17,genome
2R,11577485,11616045,38561,FBgn0231179,FBgn0033636,CG10897,tou,1,2,0,0,126,423,38,152,genome
2R,11852617,11861202,8586,FBgn0230131,FBgn0013756,CG8274,Mtor,2,0,1,5,76,335,21,124,genome
3L,4178980,4188023,9044,FBgn0237946,FBgn0035505,CG15004,Teh2,0,0,0,0,4,29,0,14,genome
3L,2037371,2038224,854,FBgn0238181,FBgn0259701,CG42355,CG42355,4,2,0,1,12,10,4,5,genome
2R,21697488,21707861,10374,FBgn0068145,FBgn0010228,CG17921,HmgZ,0,0,0,0,0,6,0,4,genome
3R,7570281,7639434,69154,FBgn0242835,FBgn0083963,CG34127,CG34127,2,2,3,2,23,50,10,36,genome
3R,21024580,21042499,17920,FBgn0242113,FBgn0013812,CG3723,Dhc93AB,1,0,16,8,18,118,4,76,genome
X,9256168,9259202,3035,FBgn0235230,FBgn0028292,CG15797,ric8a,0,0,0,0,21,85,6,45,genome
2L,17047161,17048281,1121,FBgn0230844,FBgn0032625,CG15136,CG15136,3,0,1,1,7,6,8,10,genome
2L,19490262,19491679,1418,FBgn0230948,FBgn0032791,CG18094,CG18094,2,4,5,3,22,5,5,8,genome
3R,29491524,29493518,1995,FBgn0228313,FBgn0039665,CG2310,CG2310,0,1,0,0,6,33,3,9,genome
3R,6187315,6195403,8089,FBgn0228062,FBgn0037408,CG1147,NPFR,0,1,0,0,12,58,3,26,genome
X,15359101,15361061,1961,FBgn0241632,FBgn0003132,CG9156,Pp1-13C,0,0,1,1,0,9,0,6,genome
3R,12423621,12425917,2297,FBgn0241632,FBgn0004103,CG5650,Pp1-87B,0,0,1,1,0,9,0,6,genome
2R,10449350,10458892,9543,FBgn0238754,FBgn0033524,CG18377,Cyp49a1,4,2,3,3,9,11,2,14,genome
X,21358286,21361688,3403,FBgn0235359,FBgn0011710,CG1403,1-Sep,0,0,0,4,1,40,0,7,genome
2L,16257688,16259511,1824,FBgn0238638,FBgn0028515,CG4930,EndoGI,2,2,2,1,8,5,3,8,genome
3R,24293366,24294399,1034,FBgn0228652,FBgn0039180,CG5715,CG5715,0,0,0,0,26,64,16,43,genome
3R,27287366,27288526,1161,FBgn0228424,FBgn0039509,CG3350,bigmax,0,0,0,2,4,37,0,18,genome
2R,15946933,15989498,42566,FBgn0231738,FBgn0265045,CG44162,Strn-Mlck,0,0,0,0,69,294,20,106,genome
3L,14732589,14733517,929,FBgn0237333,FBgn0036443,CG13471,CG13471,6,2,2,0,32,28,20,10,genome
3R,32055279,32068441,13163,FBgn0240485,FBgn0002645,CG1483,Map205,9,11,7,9,49,28,16,14,genome
2R,24965275,24967298,2024,FBgn0229205,FBgn0050424,CG30424,CG30424,0,0,0,0,26,28,15,14,genome
X,7424527,7424842,316,FBgn0234983,FBgn0040922,CG15036,CG15036,0,0,0,0,10,14,4,4,genome
2L,2758427,2759677,1251,FBgn0232630,FBgn0031455,CG9958,Snapin,0,0,0,0,2,28,1,12,genome
3L,7811458,7867369,55912,FBgn0237702,FBgn0016694,CG17888,Pdp1,0,0,0,0,0,16,0,2,genome
3R,5472810,5474600,1791,FBgn0242358,FBgn0025825,CG2128,Hdac3,1,1,2,1,1,8,0,3,genome
2R,13778124,13780245,2122,FBgn0238993,FBgn0033868,CG13340,S-Lap7,0,1,0,0,6,73,5,34,genome
3L,10490861,10492934,2074,FBgn0238993,FBgn0052064,CG32064,S-Lap4,0,1,0,0,6,73,5,34,genome
2R,24022343,24023981,1639,FBgn0231970,FBgn0034959,CG11388,CG11388,0,0,0,0,7,33,7,15,genome
3R,25477868,25482834,4967,FBgn0228539,FBgn0039338,CG4548,XNP,1,1,4,3,46,193,7,43,genome
2L,15784085,15790146,6062,FBgn0238421,FBgn0028901,CG18109,CG18109,13,15,10,6,97,47,54,27,genome
2L,10308131,10310956,2826,FBgn0243169,FBgn0027491,CG5387,Cdk5alpha,0,0,2,0,3,36,1,5,genome
3R,24772181,24784562,12382,FBgn0240693,FBgn0259233,CG42331,CG42331,0,0,0,0,144,314,70,153,genome
3L,8624371,8638813,14443,FBgn0238062,FBgn0035917,CG6416,Zasp66,0,0,0,0,2,13,0,2,genome
2L,1731033,1732356,1324,FBgn0233032,FBgn0031361,CG17652,CG17652,0,0,1,1,12,34,1,13,genome
3R,14879457,14882631,3175,FBgn0241389,FBgn0038268,CG3631,CG3631,0,0,0,0,14,91,1,21,genome
2L,7998869,7999676,808,FBgn0068252,FBgn0031971,CG7224,Sirup,0,0,0,0,4,12,1,7,genome
2R,15201253,15204466,3214,FBgn0231293,FBgn0033996,CG11807,CG11807,0,0,0,0,51,90,34,37,genome
2R,18969404,18971133,1730,FBgn0231513,FBgn0014269,CG18608,prod,0,0,0,0,2,56,1,14,genome
2R,7086316,7127868,41553,FBgn0236468,FBgn0263934,CG43722,esn,0,2,0,3,77,169,24,75,genome
3R,6684451,6685133,683,FBgn0241975,FBgn0000552,CG2345,Edg84A,1,0,0,0,6,19,12,17,genome
3L,7450853,7452159,1307,FBgn0238870,FBgn0053278,CG33278,CG33278,4,0,0,0,51,52,24,30,genome
4,1009895,1027101,17207,FBgn0232098,FBgn0025741,CG11081,PlexA,2,1,10,14,1,12,2,4,genome
3L,17754936,17764158,9223,FBgn0239352,FBgn0043025,CG32178,Msi,2,1,1,0,24,47,29,30,genome
3L,19807232,19810398,3167,FBgn0236963,FBgn0024889,CG8548,Kap-alpha1,1,2,1,1,6,22,1,4,genome
2L,19761587,19764136,2550,FBgn0230358,FBgn0032820,CG31692,fbp,0,0,3,1,3,13,1,12,genome
X,2184725,2185258,534,FBgn0233783,FBgn0040899,CG17776,CG17776,0,0,0,0,0,5,1,2,genome
2R,20636392,20638423,2032,FBgn0229895,FBgn0034532,CG13436,CG13436,0,2,2,5,24,83,14,28,genome
2L,12398274,12402023,3750,FBgn0235993,FBgn0041195,CG6504,Pkd2,0,1,0,1,55,150,27,53,genome
2L,545129,547096,1968,FBgn0234381,FBgn0031261,CG11822,nAChRbeta3,0,0,1,1,26,59,7,15,genome
2R,8691448,8692844,1397,FBgn0236575,FBgn0001285,CG8579,Jon44E,1,0,0,2,4,20,7,11,genome
X,21023390,21025888,2499,FBgn0232906,FBgn0031142,CG10998,r-cup,0,0,1,3,17,97,6,9,genome
3L,19624406,19635783,11378,FBgn0239700,FBgn0036896,CG8789,wnd,1,7,7,2,14,40,6,26,genome
X,19583617,19587057,3441,FBgn0233413,FBgn0031032,CG14204,CG14204,4,0,1,0,65,53,17,5,genome
3R,23590141,23592769,2629,FBgn0233413,FBgn0053337,CG33337,CG33337,4,0,1,0,65,53,17,5,genome
3R,22726967,22732362,5396,FBgn0228197,FBgn0266409,CG45049,CG45049,0,0,0,0,3,3,0,1,genome
3L,21493083,21493907,825,FBgn0237093,FBgn0037087,CG7519,CG7519,2,0,0,0,6,15,4,2,genome
2L,10733293,10736071,2779,FBgn0231074,FBgn0027868,CG6743,Nup107,2,1,0,1,27,149,15,41,genome
3L,12290956,12296123,5168,FBgn0237453,FBgn0036274,CG4328,CG4328,0,0,0,0,27,75,17,25,genome
3R,30425427,30428276,2850,FBgn0240583,FBgn0039767,CG2218,CG2218,0,0,0,0,19,101,4,41,genome
2L,6125879,6127775,1897,FBgn0235876,FBgn0031782,CG9226,WDR79,0,0,2,1,74,75,28,27,genome
2L,5733675,5741244,7570,FBgn0236349,FBgn0031734,CG11147,CG11147,0,0,2,2,12,117,5,42,genome
3L,14031450,14034909,3460,FBgn0239229,FBgn0036402,CG6650,CG6650,1,1,5,4,16,63,4,31,genome
2R,11249594,11249933,340,FBgn0230585,FBgn0262572,CG43112,CG43112,0,1,0,0,0,2,2,3,genome
X,7736893,7739978,3086,FBgn0233298,FBgn0016041,CG12157,Tom40,0,0,2,2,9,31,0,13,genome
2R,12705172,12751545,46374,FBgn0230234,FBgn0261545,CG42663,CG42663,0,0,0,0,37,87,15,31,genome
X,6747544,6755752,8209,FBgn0234263,FBgn0029898,CG14439,CG14439,3,1,3,3,10,40,2,2,genome
2L,21084605,21086506,1902,FBgn0230714,FBgn0053509,CG33509,CG33509,1,2,1,1,6,7,4,3,genome
X,12454729,12455683,955,FBgn0234495,FBgn0030389,CG15927,CG15927,1,0,1,1,13,10,3,10,genome
2L,157836,158664,829,FBgn0233901,FBgn0053635,CG33635,CG33635,0,0,2,2,2,4,0,0,genome
3R,23731375,23733462,2088,FBgn0068043,FBgn0028691,CG10230,Rpn9,0,0,0,0,7,74,3,35,genome
3L,6093204,6094747,1544,FBgn0237825,FBgn0035679,CG10467,CG10467,0,1,1,1,56,80,23,45,genome
2R,15217024,15217617,594,FBgn0230014,FBgn0034001,CG12954,mRpL41,0,0,0,0,8,33,2,13,genome
X,894482,895200,719,FBgn0234144,FBgn0029539,CG11663,CG11663,3,0,2,2,4,9,2,5,genome
2R,23893066,23894987,1922,FBgn0229317,FBgn0034923,CG11184,Upf3,1,0,1,0,52,70,19,27,genome
4,951542,958392,6851,FBgn0232100,FBgn0052016,CG32016,4E-T,8,7,6,2,19,18,2,2,genome
3L,16863164,16864989,1826,FBgn0237214,FBgn0036671,CG9951,CG9951,0,0,3,3,45,67,22,41,genome
2R,17604951,17639138,34188,FBgn0083321,FBgn0034253,CG10936,CG10936,1,3,1,3,99,158,31,74,genome
X,19266656,19268896,2241,FBgn0234869,FBgn0031008,CG8010,CG8010,0,0,0,1,16,52,5,17,genome
2R,22494297,22562065,67769,FBgn0229647,FBgn0003175,CG4444,px,0,0,0,1,39,139,9,60,genome
2L,4224650,4227097,2448,FBgn0232351,FBgn0031590,CG3702,CG3702,0,1,0,1,16,94,3,58,genome
2L,3018508,3021506,2999,FBgn0235632,FBgn0031490,CG17264,CG17264,0,1,0,1,75,85,21,31,genome
2R,16947658,16948224,567,FBgn0231853,FBgn0262513,CG9013,Vha16-4,0,0,0,0,2,35,2,15,genome
2L,9608562,9612706,4145,FBgn0236239,FBgn0019809,CG3858,gcm2,0,0,0,0,62,85,20,46,genome
X,14261223,14265379,4157,FBgn0234615,FBgn0030558,CG1461,CG1461,6,1,1,2,3,64,2,11,genome
3R,27685962,27692790,6829,FBgn0240911,FBgn0046258,CG12880,CG12880,0,0,2,0,29,34,16,24,genome
2R,16001181,16006901,5721,FBgn0229536,FBgn0034060,CG8370,CG8370,4,7,8,17,94,132,32,52,genome
3R,18385828,18386887,1060,FBgn0242600,FBgn0038612,CG7676,cona,4,5,4,2,6,2,6,1,genome
2L,6961516,6964074,2559,FBgn0067929,FBgn0031878,CG9188,sip2,5,1,1,2,58,67,20,32,genome
3R,25895822,25897174,1353,FBgn0240801,FBgn0039386,CG5948,CG5948,0,0,0,0,28,61,2,14,genome
2L,7796314,7800058,3745,FBgn0235756,FBgn0031950,CG14536,Herp,0,0,0,2,26,70,17,30,genome
3L,20992814,21027434,34621,FBgn0239587,FBgn0003415,CG9936,skd,1,1,6,9,35,140,10,57,genome
3L,22582404,22637916,55513,FBgn0236843,FBgn0037171,CG14459,CG14459,1,1,1,0,5,4,0,3,genome
3L,9048781,9066027,17247,FBgn0238532,FBgn0000116,CG32031,Argk,0,0,0,0,1,44,1,18,genome
2L,5784031,5784893,863,FBgn0231403,FBgn0051913,CG31913,CG31913,0,1,1,0,18,24,4,12,genome
2R,21059780,21060547,768,FBgn0231403,FBgn0034578,CG15653,CG15653,0,1,1,0,18,24,4,12,genome
3L,11974905,11975810,906,FBgn0239111,FBgn0036232,CG14125,CG14125,0,4,1,1,29,21,8,5,genome
3L,15500938,15503769,2832,FBgn0239467,FBgn0036501,CG7272,CG7272,0,1,0,1,7,31,3,18,genome
3R,11170817,11172664,1848,FBgn0241752,FBgn0026315,CG6644,Ugt35a,1,2,2,2,30,37,27,22,genome
2R,18627918,18629395,1478,FBgn0229765,FBgn0000566,CG5345,Eip55E,0,0,0,0,15,72,7,24,genome
2R,11861310,11862015,706,FBgn0230132,FBgn0085259,CG34230,CG34230,1,0,0,0,5,16,5,10,genome
3R,14099832,14103122,3291,FBgn0227946,FBgn0038201,CG9918,PK1-R,0,1,0,1,21,60,7,23,genome
2L,7983946,7986785,2840,FBgn0236117,FBgn0031968,CG7231,CG7231,1,1,0,0,24,45,17,21,genome
2L,620298,621201,904,FBgn0233530,FBgn0040106,CG13686,lectin-21Cb,0,4,4,2,27,20,6,8,genome
2R,11524006,11528210,4205,FBgn0231183,FBgn0000577,CG9015,en,0,0,0,0,12,113,5,40,genome
3L,433146,433906,761,FBgn0238301,FBgn0035139,CG13891,CG13891,1,0,1,0,9,28,4,7,genome
3R,13290629,13291846,1218,FBgn0243289,FBgn0038133,CG8644,Osi22,2,0,0,0,24,31,2,10,genome
3L,10630034,10630935,902,FBgn0237585,FBgn0260643,CG42535,CG42535,0,0,0,0,11,46,8,21,genome
3R,5753318,5754774,1457,FBgn0241276,FBgn0037372,CG2091,CG2091,0,1,0,0,42,75,19,30,genome
2R,22855688,22858794,3107,FBgn0229426,FBgn0001263,CG3504,inaD,0,0,1,1,22,137,9,50,genome
2L,16545016,16663218,118203,FBgn0230472,FBgn0259735,CG42389,CG42389,6,2,13,6,17,34,12,43,genome
3L,2766999,2768392,1394,FBgn0068462,FBgn0035370,CG1240,Non2,0,0,1,2,2,32,1,8,genome
3R,8716243,8721320,5078,FBgn0242946,FBgn0037614,CG8116,CG8116,0,0,0,0,1,6,0,4,genome
2L,21823,25155,3333,FBgn0234033,FBgn0031209,CG2657,Ir21a,5,5,12,3,16,23,3,6,genome
X,16325763,16328523,2761,FBgn0234740,FBgn0260450,CG3692,CalpC,0,0,9,2,5,31,4,28,genome
2L,10384739,10386262,1524,FBgn0243052,FBgn0004106,CG5363,Cdk1,0,1,1,2,1,21,0,7,genome
3R,13032528,13038020,5493,FBgn0041639,FBgn0003308,CG7642,ry,1,0,1,4,86,177,25,65,genome
3R,9589468,9591002,1535,FBgn0241861,FBgn0037719,CG9424,bocksbeutel,5,1,3,1,10,19,8,11,genome
2R,21701458,21716727,15270,FBgn0068146,FBgn0004362,CG17950,HmgD,0,0,0,0,1,6,4,4,genome
2R,22492197,22494295,2099,FBgn0231626,FBgn0034735,CG4610,CG4610,0,0,0,0,53,134,26,70,genome
4,915297,930715,15419,FBgn0232101,FBgn0023213,CG10811,eIF4G,3,8,13,6,13,10,4,6,genome
3R,29803196,29804389,1194,FBgn0241036,FBgn0039698,CG7789,CG7789,0,0,0,0,21,52,7,20,genome
2L,10843014,10845664,2651,FBgn0230949,FBgn0260453,CG17140,CG17140,1,0,0,0,31,56,16,22,genome
2L,10843014,10845664,2651,FBgn0230949,FBgn0260454,CG17139,CG17139,1,0,0,0,31,56,16,22,genome
3R,5793308,5794317,1010,FBgn0068356,FBgn0037378,CG2046,CG2046,1,0,0,1,23,33,10,9,genome
X,7401698,7403174,1477,FBgn0234984,FBgn0029949,CG15035,CG15035,3,1,2,1,21,35,12,20,genome
X,9273413,9275653,2241,FBgn0235231,FBgn0030122,CG16892,CG16892,1,2,2,3,15,64,5,24,genome
X,14686038,14749376,63339,FBgn0233654,FBgn0015774,CG10521,NetB,0,1,3,1,14,66,2,20,genome
3R,31372427,31374198,1772,FBgn0228769,FBgn0046332,CG31003,gskt,2,1,2,1,24,84,14,27,genome
3L,21972002,21984606,12605,FBgn0239817,FBgn0037146,CG7470,CG7470,0,0,2,0,8,49,4,16,genome
2R,10142338,10146206,3869,FBgn0236690,FBgn0033491,CG18011,CG18011,2,4,8,4,25,19,15,27,genome
3R,19029968,19031271,1304,FBgn0242241,FBgn0027784,CG6011,Prp18,0,1,2,4,3,5,1,11,genome
2L,17011476,17014700,3225,FBgn0230845,FBgn0032624,CG6304,CG6304,2,5,0,1,31,19,28,22,genome
2R,24959841,24965076,5236,FBgn0229206,FBgn0035087,CG2765,CG2765,0,0,0,0,6,15,3,6,genome
3R,16327849,16329622,1774,FBgn0241510,FBgn0038416,CG17930,CG17930,1,1,2,4,16,62,10,14,genome
3R,4433965,4436175,2211,FBgn0242489,FBgn0037250,CG1074,CG1074,3,3,6,2,8,6,2,0,genome
2L,2758427,2759677,1251,FBgn0232632,FBgn0031454,CG9960,CG9960,0,0,0,0,24,25,14,19,genome
3L,4174859,4178270,3412,FBgn0237947,FBgn0035504,CG15003,Teh4,0,0,0,0,27,104,6,52,genome
X,16943290,16956234,12945,FBgn0235088,FBgn0030808,CG4937,RhoGAP15B,0,1,0,0,66,233,21,113,genome
2L,13932559,13934692,2134,FBgn0242359,FBgn0032538,CG16885,CG16885,1,0,0,0,7,28,7,4,genome
2R,20641742,20642558,817,FBgn0229896,FBgn0034535,CG11110,CG11110,0,0,0,1,6,18,0,4,genome
2R,24024207,24025877,1671,FBgn0231971,FBgn0022708,CG3140,Adk2,0,0,0,0,0,24,1,9,genome
3L,1970191,1971200,1010,FBgn0238183,FBgn0035299,CG11815,CG11815,0,0,0,1,68,41,22,13,genome
3L,5595542,5597422,1881,FBgn0238755,FBgn0035620,CG5150,CG5150,0,0,1,1,29,112,13,44,genome
3R,29490544,29491150,607,FBgn0228314,FBgn0040623,CG11500,Spase12,0,0,0,0,3,17,0,12,genome
3R,15530072,15531473,1402,FBgn0243398,FBgn0051296,CG31296,CG31296,2,0,1,0,58,42,40,24,genome
X,21363028,21373145,10118,FBgn0235360,FBgn0024182,CG1410,waw,0,1,0,0,18,88,6,16,genome
X,2186855,2187741,887,FBgn0233784,FBgn0040900,CG17777,CG17777,0,0,2,1,4,7,0,1,genome
2R,7147692,7149289,1598,FBgn0236470,FBgn0024294,CG12172,Spn43Aa,0,0,0,0,7,61,2,25,genome
3R,21021044,21024163,3120,FBgn0242114,FBgn0046763,CG17278,CG17278,0,0,0,0,2,6,1,1,genome
2R,13163959,13168032,4074,FBgn0231075,FBgn0033799,CG4604,GLaz,0,0,0,0,8,21,2,10,genome
3L,8640439,8643584,3146,FBgn0238063,FBgn0052029,CG32029,Cpr66D,0,0,0,0,6,52,4,21,genome
X,20964527,20965419,893,FBgn0232907,FBgn0031141,CG1304,CG1304,0,0,0,1,16,46,6,19,genome
X,20962605,20963505,901,FBgn0232907,FBgn0011834,CG2071,Ser6,0,0,0,1,16,46,6,19,genome
3R,12421236,12422429,1194,FBgn0241633,FBgn0038042,CG5657,Scgbeta,0,0,2,0,4,11,3,16,genome
3R,24288553,24289818,1266,FBgn0228653,FBgn0085319,CG34290,CG34290,0,0,0,0,41,51,10,27,genome
2L,6424336,6426371,2036,FBgn0231514,FBgn0263278,CG9523,Fic,0,0,1,0,28,81,9,45,genome
2R,11250368,11251913,1546,FBgn0230586,FBgn0026386,CG13225,Or47a,2,0,2,1,5,7,4,10,Or
3L,14697313,14701678,4366,FBgn0237335,FBgn0036440,CG17177,CG17177,12,4,0,0,299,143,111,53,genome
2L,19757245,19758615,1371,FBgn0230359,FBgn0032818,CG10628,CG10628,0,3,2,2,16,23,8,16,genome
3R,7538972,7541631,2660,FBgn0242836,FBgn0015571,CG1257,alpha-Est3,3,3,3,2,5,16,6,12,genome
X,3476463,3482322,5860,FBgn0234382,FBgn0029663,CG10804,CG10804,2,0,7,4,1,20,1,8,genome
3L,10481412,10594012,112601,FBgn0238995,FBgn0052062,CG32062,A2bp1,0,0,0,0,27,54,6,32,genome
4,867824,912331,44508,FBgn0232103,FBgn0025726,CG2999,unc-13,23,18,5,10,20,15,5,2,genome
3R,32045314,32051993,6680,FBgn0240486,FBgn0040206,CG1487,krz,0,1,3,1,3,11,1,5,genome
3L,7456149,7458608,2460,FBgn0238872,FBgn0035785,CG8546,ppk26,0,0,0,0,3,99,2,56,genome
3L,19818174,19830686,12513,FBgn0236964,FBgn0013799,CG8567,Deaf1,0,0,1,1,5,14,1,6,genome
3L,7777105,7809825,32721,FBgn0237703,FBgn0052369,CG32369,CG32369,0,0,0,0,48,154,25,86,genome
2L,6096698,6098966,2269,FBgn0235877,FBgn0031779,CG9175,CG9175,0,0,0,0,19,65,12,21,genome
3L,17751731,17764158,12428,FBgn0239353,FBgn0036752,CG5992,Adgf-A,0,4,0,2,21,66,13,32,genome
2L,5726415,5728811,2397,FBgn0236350,FBgn0031733,CG14006,CG14006,3,0,1,2,61,50,25,23,genome
3R,6198811,6207678,8868,FBgn0228063,FBgn0037409,CG15589,Osi24,0,0,0,0,12,45,5,11,genome
2R,8696428,8698583,2156,FBgn0236576,FBgn0033321,CG8738,CG8738,0,1,0,2,16,47,9,15,genome
X,12463528,12478431,14904,FBgn0234497,FBgn0259143,CG42258,CG42258,0,0,0,0,0,8,0,3,genome
X,9275318,9283117,7800,FBgn0233033,FBgn0040236,CG12132,c11.1,0,2,3,2,70,297,11,108,genome
3R,16652446,16655662,3217,FBgn0243171,FBgn0051217,CG31217,modSP,0,0,1,1,24,49,5,7,genome
3R,27277249,27282661,5413,FBgn0228425,FBgn0039507,CG3361,mrt,0,3,8,5,33,104,7,23,genome
2L,12424904,12426440,1537,FBgn0235994,FBgn0032428,CG6405,CG6405,0,1,0,0,18,35,10,25,genome
3R,25475636,25476915,1280,FBgn0228540,FBgn0039336,CG4553,CG4553,0,0,0,1,49,81,11,29,genome
3L,12271656,12277251,5596,FBgn0237454,FBgn0036272,CG4300,CG4300,0,0,0,0,3,50,0,16,genome
2L,21082643,21084326,1684,FBgn0230715,FBgn0053510,CG33510,CG33510,1,2,6,5,5,8,6,2,genome
X,19245158,19247250,2093,FBgn0234871,FBgn0031004,CG7992,CG7992,0,0,0,1,16,75,4,33,genome
2R,12757546,12759724,2179,FBgn0230235,FBgn0020930,CG8657,Dgkepsilon,0,0,0,3,12,58,2,38,genome
2R,23888764,23890276,1513,FBgn0229318,FBgn0034921,CG11183,Dcp1,0,0,0,0,5,64,5,15,genome
3R,14886456,14887739,1284,FBgn0241390,FBgn0067628,CG33331,CG33331,0,0,0,0,19,48,3,11,genome
X,19592609,19595548,2940,FBgn0233414,FBgn0031034,CG14205,CG14205,1,0,1,0,54,78,18,35,genome
X,19587348,19590170,2823,FBgn0233414,FBgn0031033,CG14219,CG14219,1,0,1,0,54,78,18,35,genome
3R,6686728,6688039,1312,FBgn0241976,FBgn0004777,CG2342,Ccp84Ag,0,0,0,1,9,13,4,13,genome
X,4906900,4908821,1922,FBgn0233903,FBgn0029733,CG6927,CG6927,1,0,5,3,4,22,0,5,genome
3L,21501421,21503959,2539,FBgn0237095,FBgn0037090,CG7529,Est-Q,1,1,1,1,38,34,14,13,genome
3R,22741150,22743081,1932,FBgn0228198,FBgn0039017,CG6985,CG6985,0,1,0,0,158,77,74,43,genome
2L,5805395,5809063,3669,FBgn0242719,FBgn0031741,CG11034,CG11034,0,1,1,0,43,113,22,52,genome
3R,22734007,22741091,7085,FBgn0241151,FBgn0039016,CG4792,Dcr-1,1,1,2,3,140,361,52,132,genome
3L,14034776,14036751,1976,FBgn0239230,FBgn0036403,CG6661,CG6661,2,0,2,2,50,79,24,30,genome
3L,1318480,1329617,11138,FBgn0238422,FBgn0010246,CG9155,Myo61F,2,1,0,2,27,215,5,55,genome
